id,phase,intel,speaker,cognitive_skills,standard_score
84,pretest,31.64556962,AM1,pattern_c,124
85,posttest,46.80851064,AM1,list_sort_c,102
85,posttest,46.80851064,AM1,flanker_c,70
85,posttest,46.80851064,AM1,card_sort_c,107
85,posttest,46.80851064,AM1,vocab_c,90
85,posttest,46.80851064,AM1,pattern_c,124
85,pretest,34.17721519,AM1,list_sort_c,102
85,pretest,34.17721519,AM1,flanker_c,70
85,pretest,34.17721519,AM1,card_sort_c,107
85,pretest,34.17721519,AM1,vocab_c,90
85,pretest,34.17721519,AM1,pattern_c,124
87,posttest,42.9787234,AM1,list_sort_c,97
87,posttest,42.9787234,AM1,flanker_c,86
87,posttest,42.9787234,AM1,card_sort_c,90
87,posttest,42.9787234,AM1,vocab_c,90
87,posttest,42.9787234,AM1,pattern_c,119
87,pretest,26.58227848,AM1,list_sort_c,97
87,pretest,26.58227848,AM1,flanker_c,86
87,pretest,26.58227848,AM1,card_sort_c,90
87,pretest,26.58227848,AM1,vocab_c,90
87,pretest,26.58227848,AM1,pattern_c,119
88,posttest,51.4893617,AM1,list_sort_c,118
88,posttest,51.4893617,AM1,flanker_c,76
88,posttest,51.4893617,AM1,card_sort_c,96
88,posttest,51.4893617,AM1,vocab_c,124
88,posttest,51.4893617,AM1,pattern_c,97
88,pretest,39.24050633,AM1,list_sort_c,118
88,pretest,39.24050633,AM1,flanker_c,76
88,pretest,39.24050633,AM1,card_sort_c,96
88,pretest,39.24050633,AM1,vocab_c,124
